 ;Manually Marked;Keyword-based Searching;Tool;0: false    1-2-3: true    4:not applicable;;;
Flight Alerts Automatic notification of flight delays, cancellations, and gate changes for over 350 airlines.  O;0;0;0;;;;
Flight Status Check the realtime status for flights from hundreds of airlines. ha;0;0;0;;;;
Ad Free 3rd party advertisements are suppressed for our Gold subscribers. in;0;0;0;;;;
Recent changes: Car Rental Bookings Limousine Bookings More Detailed Mapping Enhanced Home Screen Graphics Sync your WorldMate itinerary to Outlook, and Google/Android Calendars (for Gold Subscribers);1;1;1;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.babynames.android;4;0;4;;;;
##\APPLICATION\LIFESTYLE\ desc.txt;4;0;4;;;;
If you can't find the perfect name with 50000 Baby Names it doesn't exist;0;0;0;;;;
Download our Free app and learn the origin, meaning and most popular names for your precious little one.;0;0;0;;;;
1000s of parents have used 50,000 Baby Names to find the perfect name for their baby.;0;0;0;;;;
Features: Over 50,000 Boy and Girl Names Tons of search, sort and filter options See similar names, and similar sounding names Browse by Origin/Country or do a keyword search View name meaning, origin, popularity, etc. rash bugs;0;0;0;;;;
Add your own custom name Store favorite names and share via email Sort by Boy or Girl & Filter by Popularity Fun Random name button Lists: Top 10 Names Dad Loves, Flower Names, Bible Names etc Easy to use Alphabetical scroll RECENT REVIEWS by Kevana (April 18, 2011) Great App reen, and re;0;0;0;;;;
Many unique names and ways to spell them.;0;0;0;;;;
by cynthia (April 17, 2011) Has all the names u can think of....great app.;0;0;0;;;;
by Jeffrey (April 17, 2011) Kick butt app;0;0;0;;;;
Thanks;0;0;0;;;;
by Andrew (April 17, 2011) Great app.;0;0;0;;;;
Lost of fun and we found our baby's name.;0;0;0;;;;
by Erika (April 17, 2011) I love this app...;0;0;0;;;;
We appreciate you and support our users, thanks for being a part of the Pregasaurus 50,000 Baby Names community;0;0;0;;;;
App Description 50,000 Baby Names is a free app designed to save parents money and make choosing the name for your baby fun and easy.;0;0;0;;;;
Our app is integrated into Twitter, Facebook and Email so you can share your favorite names with friends and family.;0;0;0;;;;
We hope you love our app, we have put our heart and soul into it and are improving it everyday.;0;1;0;;;;
Send us your feedback so we can make this the best baby name resource in the app store;0;0;0;;;;
The free version of this app includes AirPush notificationbar ads, to remove these ads please upgrade to the PRO version.;0;0;0;;;;
Recent changes: Fixed a freezing issue when device could not connect to the Internet  p;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.rollcallz.fbcheckin;4;0;4;;;;
##\APPLICATION\SOCIAL\ desc.txt;4;0;4;;;;
App for checking into Facebook Places;0;0;0;;;;
Tell your friends the cool spots you go to;0;0;0;;;;
We make it easy for you to check in on Facebook Places.;0;0;0;;;;
Two taps and you're done.;0;0;0;;;;
Your friends will see your checkin on their Facebook news feed.;0;0;0;;;;
You can also text your location directly to your friends.;0;0;0;;;;
Makes it easy to coordinate your gettogethers;0;0;0;;;;
Content rating: Medium Maturity;0;0;0;;;;
##com.xcosoftware.utahjazz;4;0;4;;;;
##\APPLICATION\SPORTS\ desc.txt;4;0;4;;;;
Official Mobile App of the Utah Jazz.;0;0;0;;;;
Stay connected to the Jazz everywhere you go.;0;0;0;;;;
Get Jazz news, player profiles, stats, and more.;0;0;0;;;;
Watch the best of Jazz mobile video, chat live with other fans, and take advantage of exclusive promotions, right from your mobile device.;0;0;0;;;;
Key features:  Game scores, schedules, and team news  Official Jazz player profiles  Interviews, press conferences, and highlight video  Special ticket deals and promotional offers  Uptotheminute Jazz Twitter and Facebook activity  Live chat and photo sharing  Arena map featuring food and facilities finder ew one, I chan;1;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.mportal.dexknows.ui;4;0;4;;;;
##\APPLICATION\TRAVEL AND LOCAL\ desc.txt;4;0;4;;;;
Dex knows how to bring business and community information to Android.;0;0;0;;;;
The easytouse dashboard provides access to local Events, cheapest Gas, and the latest Movies.;0;1;0;;;;
"Find local businesses, phone numbers, and people; access maps and driving directions; and share with others.";0;0;0;;;;
Recent changes:;0;0;0;;;;
Dex Mobile registration was added to allow users to save favorites and write, edit and delete reviews.;0;0;0;;;;
Mobile registration via a social network was also added and allows users to sign up using FaceBook, Gmail, Yahoo, MSN, Twitter or AOL.;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
de.simonmeurer.cybertennis;0;0;0;;;;
\GAME\GAME WALLPAPER\ desc.txt;0;0;0;;;;
A ping pong game running as live wallpaper controlled motion sensitive (by moving the phone).;0;0;0;;;;
Perfect for occasionally players.;0;0;0;;;;
Tags: Pong, Wallpaper, Background, Motion, Game, Free, Ball, Bounce, Tennis;0;0;0;;;;
Recent changes: Multiple widths for bumper;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.coreapps.android.followme.namm2012;4;0;4;;;;
##\APPLICATION\BOOKS AND REFERENCE\ desc.txt;4;0;4;;;;
Follow Me is the official application for the 2012 NAMM Show, January 1922, in Anaheim, CA.;0;0;0;;;;
Navigate like a pro with our interactive maps, search the exhibitor directory, or create your show schedule by choosing sessions you want to attend and speakers you want to hear.;1;0;1;;;;
Enjoy the show;0;0;0;;;;
Recent changes:;0;0;0;;;;
Enabled beta indoorlocation (requires the two new WIFI permissions);0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.msocial.free;4;0;4;;;;
##\APPLICATION\SOCIAL\ desc.txt;4;0;4;;;;
"search ##com.msocial.freefb or ""NewsFeed for Facebook"" at market application.";0;0;0;;;;
"Please uninstall and redownload the new upload ""NewsFeed for Facebook"" For noneAd version, search ""MobileSocial for Facebook"" For market policy change, this application need repackage and republished as one new application, Big change for this application, will unpublish this application soon.";0;0;0;;;;
"search ##com.msocial.freefb or ""NewsFeed for Facebook"" at market application.";0;0;0;;;;
"For noneAd version, search ""MobileSocial for Facebook"" Sorry for this.";0;0;0;;;;
Thanks your support;0;0;0;;;;
"Recent changes: Please uninstall and redownload the new upload ""NewsFeed for Facebook"" For market policy change, this application need repackage and republished as one new application, Big change for this application, will unpublish this application soon.";0;0;0;;;;
"search ##com.msocial.freefb or ""NewsFeed for Facebook"" at market application.";0;0;0;;;;
"Paid version: search ""MobileSocial for Facebook"" New Facebook application https://market.android.com/detailsid##com.msocial.freefb Sorry for this.";0;0;0;;;;
Thanks your support;0;0;0;;;;
Content rating: Low Maturity;0;0;0;;;;
##com.xobni.contacts;4;0;4;;;;
##\APPLICATION\COMMUNICATION\ desc.txt;4;0;4;;;;
What if you had a magic address book that automatically identified the name and contact information for everyone you'd ever communicated with;0;0;0;;;;
Smartr Contacts brings you that magic.;0;0;0;;;;
This free app automatically creates rich profiles for all your contacts, including your communication history and updates from Facebook, LinkedIn and Twitter.;0;1;0;;;;
Life is about people, and Smartr Contacts brings them to you  Automatically.;0;0;0;;;;
Key features of Smartr Contacts:  Automatic.;0;0;0;;;;
Finds all the people you know from your email or calendar history.;1;1;1;;;;
Puts a face to every name and email address.;0;0;0;;;;
Detects and assigns phone numbers automatically.;0;0;0;;;;
Pulls in Facebook, LinkedIn and Twitter updates.;0;1;0;;;;
Search by first, last, company name or phone number to quickly find anyone.;0;0;0;;;;
Easily compose emails to multiple contacts with a single click.;0;0;0;;;;
Ranks contacts by importance, not alphabetically, so the most important people are at the top.;0;0;0;;;;
Here are some ways you can use Smartr Contacts for your personal and professional life:  Keep track of all the people you've ever communicated with  automatically  Know who you're communicating with  see photos and recent communication history  Call, email or SMS someone with a single tap  Stay up to date with Facebook, LinkedIn and Twitter updates  See your shared shared connections  Bring all your contacts from Android, BlackBerry, Gmail and Outlook into one place  Protect your contacts in the cloud  if you lose your phone, all your contacts are safe and secure Press and user feedback:  4/5 stars  PC World  Smartr Contacts by Xobni turns your phone into the ultimate social organizer.;0;1;0;;;;
PC World  richdemuro  This app is so hot;0;0;0;;;;
"Should be default android addressbook app >> Check out ""Smartr Contacts""  aWisseh  xobni.com xobni your app for #Android is ridiculous (in a great, organized and efficient way) keep up the outstanding work.";0;0;0;;;;
Safe and secure: View our privacy policy here  http://www.xobni.com/legal/privacy Get Pro to connect all your contacts across Gmail, Android, Outlook, BlackBerry and iPhone (coming soon) Product requirements:  A Xobni account is required to use this app.;0;0;0;;;;
We are here to help  Learn more about Smartr Contacts for Android: http://www.xobni.com/android  You can also use Smartr in Gmail  Check out Smartr Inbox for Gmail: http://www.xobni.com/download/gmail  Visit the forum: https://support.xobni.com/categories/12225xobniforandroidprivatealpha#  Email Support: androidsupportxobni.com KW: Address book, Contacts, Smarter, Smart, Automatic, Twitter, LinkedIn, Facebook, Search, Email, Productivity, Gmail, Outlook, Cloud, Android te;0;0;0;;;;
Recent changes: 1.5.814:  SDCard Support  Ability to move the app to your SDcard.;0;0;0;;;;
Int'l Characters in AB  Fixes to improve uploading of address book with international characters.;0;0;0;;;;
Content rating: Everyone;0;0;0;;;;
##com.dynamixsoftware.printershare;4;0;4;;;;
##\APPLICATION\PRODUCTIVITY\ desc.txt;4;0;4;;;;
Most PrinterShare services are NOT FREE;0;0;0;;;;
Print documents (DOC, DOCX, XLS, XSLX, PPT, PPTX, PDF, TXT) from SD card and from Google Docs.;0;0;0;;;;
Also print email from Gmail, photos from SD card, contacts, agenda, sms/mms, call log and even web pages directly from your device to a printer right next to you or anywhere in the world.;1;0;1;;parser error;;
Please note: 1) PrinterShare supports Google Cloud Print at no extracharge.;0;0;0;;;;
2) If something isn't working as expected, send us email to supportprintershare.##com.;0;0;0;;;;
Posting comments about it does not help anyone, and we can't respond.;0;0;0;;;;
For unlimited printing you need to purchase PrinterShare Premium Key, which is a separate small application that simply needs to be on the device to unlock Premium Features.;0;0;0;;;;
